cod_ibge,municipio,obitos
411400,Mamborê,10
411410,Mandaguaçu,3
411420,Mandaguari,3
411430,Mandirituba,9
411440,Mangueirinha,8
411450,Manoel Ribas,9
411460,Marechal Cândido Rondon,11
411480,Marialva,7
411490,Marilândia do Sul,4
411520,Maringá,104
411535,Maripá,4
411540,Marmeleiro,4
411545,Marquinho,2
411550,Marumbi,2
411560,Matelândia,4
411570,Matinhos,4
411575,Mauá da Serra,2
411580,Medianeira,12
411585,Mercedes,6
411605,Missal,3
411610,Moreira Sales,3
411620,Morretes,14
411670,Nova Aurora,3
411680,Nova Cantu,1
411690,Nova Esperança,4
411695,Nova Esperança do Sudoeste,1
411700,Nova Fátima,1
411705,Nova Laranjeiras,11
411710,Nova Londrina,3
411720,Nova Olímpia,1
411725,Nova Prata do Iguaçu,4
411721,Nova Santa Bárbara,1
411722,Nova Santa Rosa,3
411727,Nova Tebas,4
411729,Novo Itacolomi,1
411730,Ortigueira,20
411740,Ourizona,1
411745,Ouro Verde do Oeste,2
411750,Paiçandu,4
411760,Palmas,21
411770,Palmeira,26
411780,Palmital,4
411790,Palotina,8
411800,Paraíso do Norte,3
411810,Paranacity,2
411820,Paranaguá,42
411840,Paranavaí,28
411845,Pato Bragado,1
411850,Pato Branco,35
411860,Paula Freitas,3
411870,Paulo Frontin,2
411880,Peabiru,7
411885,Perobal,1
411890,Pérola,2
411900,Pérola d'Oeste,1
411910,Piên,1
411915,Pinhais,4
411925,Pinhal de São Bento,1
411930,Pinhão,6
411940,Piraí do Sul,12
411950,Piraquara,6
411960,Pitanga,9
411990,Ponta Grossa,80
411995,Pontal do Paraná,2
412000,Porecatu,3
412010,Porto Amazonas,1
412015,Porto Barreiro,1
412020,Porto Rico,2
412030,Porto Vitória,2
412033,Prado Ferreira,1
412035,Pranchita,3
412040,Presidente Castelo Branco,3
412060,Prudentópolis,13
412065,Quarto Centenário,2
412070,Quatiguá,7
412080,Quatro Barras,2
412085,Quatro Pontes,1
412090,Quedas do Iguaçu,9
412100,Querência do Norte,2
412120,Quitandinha,4
412140,Realeza,11
412160,Renascença,3
412170,Reserva,5
412175,Reserva do Iguaçu,2
412180,Ribeirão Claro,2
412190,Ribeirão do Pinhal,5
412200,Rio Azul,5
412215,Rio Bonito do Iguaçu,5
412217,Rio Branco do Ivaí,1
412220,Rio Branco do Sul,6
412230,Rio Negro,5
412240,Rolândia,8
412250,Roncador,1
412260,Rondon,1
412265,Rosário do Ivaí,4
412300,Salto do Lontra,5
412330,Santa Cruz de Monte Castelo,2
412340,Santa Fé,5
412350,Santa Helena,5
412370,Santa Isabel do Ivaí,1
412380,Santa Izabel do Oeste,4
412382,Santa Lúcia,3
412385,Santa Maria do Oeste,3
412390,Santa Mariana,4
412395,Santa Mônica,1
412402,Santa Tereza do Oeste,2
412405,Santa Terezinha de Itaipu,6
412410,Santo Antônio da Platina,11
412420,Santo Antônio do Caiuá,1
412430,Santo Antônio do Paraíso,1
412440,Santo Antônio do Sudoeste,6
412460,São Carlos do Ivaí,2
412470,São Jerônimo da Serra,4
412480,São João,3
412490,São João do Caiuá,1
412500,São João do Ivaí,5
412510,São João do Triunfo,1
412530,São Jorge do Ivaí,3
412535,São Jorge do Patrocínio,1
412545,São José das Palmeiras,1
412550,São José dos Pinhais,53
412560,São Mateus do Sul,18
412570,São Miguel do Iguaçu,9
412580,São Pedro do Ivaí,1
412590,São Pedro do Paraná,1
412600,São Sebastião da Amoreira,1
412620,Sapopema,2
412625,Sarandi,23
412627,Saudade do Iguaçu,1
412630,Sengés,4
412635,Serranópolis do Iguaçu,1
412640,Sertaneja,3
412650,Sertanópolis,4
412660,Siqueira Campos,6
412667,Tamarana,3
412670,Tamboara,1
412680,Tapejara,7
412700,Teixeira Soares,3
412710,Telêmaco Borba,20
412720,Terra Boa,5
412730,Terra Rica,1
412740,Terra Roxa,6
412750,Tibagi,17
412760,Tijucas do Sul,13
412770,Toledo,55
412780,Tomazina,1
412785,Três Barras do Paraná,3
412788,Tunas do Paraná,1
412790,Tuneiras do Oeste,6
412795,Tupãssi,2
412796,Turvo,3
412800,Ubiratã,6
412810,Umuarama,42
412820,União da Vitória,9
412830,Uniflor,1
412840,Uraí,3
412853,Ventania,9
412865,Virmond,3
412850,Wenceslau Braz,11
420010,Abelardo Luz,4
420020,Agrolândia,1
420030,Agronômica,3
420040,Água Doce,10
420050,Águas de Chapecó,3
420060,Águas Mornas,8
420070,Alfredo Wagner,6
420080,Anchieta,1
420100,Anita Garibaldi,1
420110,Anitápolis,2
420125,Apiúna,5
420130,Araquari,23
420140,Araranguá,10
420165,Arvoredo,1
420170,Ascurra,1
420190,Aurora,1
420200,Balneário Camboriú,27
421280,Balneário Piçarras,5
420210,Barra Velha,5
420220,Benedito Novo,2
420230,Biguaçu,13
420240,Blumenau,57
420243,Bocaina do Sul,7
420250,Bom Jardim da Serra,1
420257,Bom Jesus do Oeste,1
420260,Bom Retiro,2
420280,Braço do Norte,9
420287,Brunópolis,3
420290,Brusque,25
420300,Caçador,18
420310,Caibi,3
420315,Calmon,1
420320,Camboriú,3
420330,Campo Alegre,3
420340,Campo Belo do Sul,1
420350,Campo Erê,1
420360,Campos Novos,17
420370,Canelinha,2
420380,Canoinhas,12
420325,Capão Alto,3
420390,Capinzal,4
420395,Capivari de Baixo,2
420400,Catanduvas,1
420420,Chapecó,61
420425,Cocal do Sul,1
420430,Concórdia,14
420435,Cordilheira Alta,5
420440,Coronel Freitas,1
420455,Correia Pinto,7
420450,Corupá,2
420460,Criciúma,48
420470,Cunha Porã,3
420480,Curitibanos,15
420490,Descanso,1
420500,Dionísio Cerqueira,4
420515,Doutor Pedrinho,1
420519,Ermo,2
420520,Erval Velho,1
420530,Faxinal dos Guedes,3
420540,Florianópolis,82
420545,Forquilhinha,1
420555,Frei Rogério,3
420570,Garopaba,3
420580,Garuva,8
420590,Gaspar,13
420600,Governador Celso Ramos,3
420610,Grão Pará,2
420620,Gravatal,3
420630,Guabiruba,2
420640,Guaraciaba,1
420650,Guaramirim,8
420660,Guarujá do Sul,1
420690,Ibirama,13
420700,Içara,23
420710,Ilhota,9
420720,Imaruí,3
420730,Imbituba,13
420750,Indaial,19
420760,Ipira,1
420765,Iporã do Oeste,1
420768,Ipuaçu,2
420770,Ipumirim,1
420775,Iraceminha,2
420780,Irani,9
420790,Irineópolis,1
420800,Itá,2
420810,Itaiópolis,6
420820,Itajaí,50
420830,Itapema,9
420840,Itapiranga,3
420845,Itapoá,1
420850,Ituporanga,11
420870,Jacinto Machado,1
420880,Jaguaruna,8
420890,Jaraguá do Sul,39
420900,Joaçaba,18
420910,Joinville,108
420915,José Boiteux,1
420920,Lacerdópolis,2
420930,Lages,42
420940,Laguna,6
420945,Lajeado Grande,1
420950,Laurentino,3
420960,Lauro Muller,4
420970,Lebon Régis,5
420990,Lontras,6
421000,Luiz Alves,3
421003,Luzerna,1
421010,Mafra,14
421030,Major Vieira,1
421040,Maracajá,1
421050,Maravilha,9
421060,Massaranduba,4
421090,Modelo,2
421100,Mondaí,1
421110,Monte Castelo,4
421120,Morro da Fumaça,2
421130,Navegantes,8
421140,Nova Erechim,2
421150,Nova Trento,5
421160,Nova Veneza,4
421165,Novo Horizonte,1
421170,Orleans,5
421175,Otacílio Costa,1
421189,Painel,2
421190,Palhoça,14
421205,Palmeira,3
421210,Palmitos,4
421220,Papanduva,2
421223,Paraíso,1
421225,Passo de Torres,1
421250,Penha,4
421260,Peritiba,1
421265,Pescaria Brava,1
421270,Petrolândia,1
421290,Pinhalzinho,3
421300,Pinheiro Preto,1
421310,Piratuba,1
421320,Pomerode,9
421330,Ponte Alta,4
421340,Ponte Serrada,7
421350,Porto Belo,3
421360,Porto União,9
421370,Pouso Redondo,8
421420,Quilombo,2
421430,Rancho Queimado,2
421440,Rio das Antas,1
421450,Rio do Campo,1
421480,Rio do Sul,39
421490,Rio Fortuna,1
421500,Rio Negrinho,6
421505,Rio Rufino,1
421510,Rodeio,4
421520,Romelândia,1
421535,Saltinho,1
421545,Sangão,2
421550,Santa Cecília,4
421560,Santa Rosa de Lima,1
421565,Santa Rosa do Sul,2
421567,Santa Terezinha,1
421570,Santo Amaro da Imperatriz,4
421580,São Bento do Sul,10
421600,São Carlos,2
421605,São Cristovão do Sul,1
421620,São Francisco do Sul,8
421630,São João Batista,6
421650,São Joaquim,3
421660,São José,60
421670,São José do Cedro,2
421680,São José do Cerrito,5
421690,São Lourenço do Oeste,3
421710,São Martinho,1
421720,São Miguel do Oeste,25
421725,São Pedro de Alcântara,2
421730,Saudades,1
421750,Seara,1
421760,Siderópolis,2
421770,Sombrio,3
421780,Taió,4
421790,Tangará,2
421800,Tijucas,6
421820,Timbó,8
421840,Treze de Maio,1
421860,Trombudo Central,5
421870,Tubarão,50
421880,Turvo,1
421885,União do Oeste,1
421890,Urubici,1
421900,Urussanga,5
421910,Vargeão,1
421915,Vargem,1
421917,Vargem Bonita,3
421920,Vidal Ramos,1
421930,Videira,15
421940,Witmarsum,2
421950,Xanxerê,22
421960,Xavantina,3
421970,Xaxim,7
430003,Aceguá,3
430010,Agudo,2
430020,Ajuricaba,3
430040,Alegrete,8
430050,Alpestre,2
430055,Alto Alegre,1
430060,Alvorada,6
430063,Amaral Ferrador,2
430064,Ametista do Sul,2
430070,Anta Gorda,1
430080,Antônio Prado,2
430087,Araricá,1
430090,Aratiba,1
430100,Arroio do Meio,2
430120,Arroio do Tigre,1
430110,Arroio dos Ratos,3
430130,Arroio Grande,1
430150,Augusto Pestana,2
430160,Bagé,7
430163,Balneário Pinhal,3
430165,Barão,2
430170,Barão de Cotegipe,1
430175,Barão do Triunfo,1
430190,Barra do Ribeiro,3
430195,Barra Funda,1
430200,Barros Cassal,1
430205,Benjamin Constant do Sul,1
430210,Bento Gonçalves,19
430215,Boa Vista das Missões,5
430225,Boa Vista do Sul,1
430235,Bom Princípio,4
430245,Boqueirão do Leão,1
430250,Bossoroca,1
430260,Braga,1
430265,Brochier,2
430270,Butiá,1
430280,Caçapava do Sul,3
430290,Cacequi,2
430300,Cachoeira do Sul,24
430310,Cachoeirinha,7
430320,Cacique Doble,5
430330,Caibaté,1
430340,Caiçara,1
430350,Camaquã,11
430360,Cambará do Sul,1
430367,Campestre da Serra,3
430390,Campo Bom,2
430410,Campos Borges,1
430420,Candelária,9
430430,Cândido Godói,3
430435,Candiota,2
430440,Canela,3
430450,Canguçu,18
430460,Canoas,64
430463,Capão da Canoa,18
430466,Capão do Leão,3
430468,Capela de Santana,2
430467,Capivari do Sul,3
430470,Carazinho,19
430480,Carlos Barbosa,10
430490,Casca,3
430495,Caseiros,4
430500,Catuípe,1
430510,Caxias do Sul,50
430535,Charqueadas,2
430544,Chuvisca,1
430545,Cidreira,2
430550,Ciríaco,2
430560,Colorado,1
430570,Condor,2
430580,Constantina,1
430583,Coqueiro Baixo,1
430587,Coronel Barros,1
430590,Coronel Bicaco,4
430597,Coxilha,1
430605,Cristal,3
430610,Cruz Alta,19
430620,Cruzeiro do Sul,2
430635,Dezesseis de Novembro,1
430640,Dois Irmãos,3
430645,Dois Lajeados,1
430660,Dom Pedrito,3
430676,Eldorado do Sul,10
430680,Encantado,2
430690,Encruzilhada do Sul,6
430693,Entre-Ijuís,4
430697,Erebango,1
430700,Erechim,26
430705,Ernestina,2
430720,Erval Grande,2
430750,Espumoso,5
430760,Estância Velha,1
430770,Esteio,8
430780,Estrela,8
430790,Farroupilha,10
430800,Faxinal do Soturno,2
430807,Fazenda Vilanova,2
430810,Feliz,1
430820,Flores da Cunha,6
430830,Fontoura Xavier,4
430840,Formigueiro,1
430850,Frederico Westphalen,9
430860,Garibaldi,6
430870,Gaurama,1
430880,General Câmara,1
430900,Giruá,8
430905,Glorinha,1
430910,Gramado,5
430912,Gramado dos Loureiros,2
430915,Gramado Xavier,1
430920,Gravataí,21
430925,Guabiju,1
430930,Guaíba,16
430940,Guaporé,4
430950,Guarani das Missões,1
430960,Horizontina,1
430965,Hulha Negra,2
430980,Ibiaçá,2
431000,Ibirubá,1
431010,Igrejinha,4
431020,Ijuí,17
431033,Imbé,1
431040,Independência,3
431043,Ipê,3
431050,Iraí,1
431053,Itaara,1
431055,Itacurubi,1
431057,Itapuca,1
431060,Itaqui,4
431065,Itati,3
431070,Itatiba do Sul,1
431080,Ivoti,3
431085,Jaboticaba,2
431100,Jaguarão,3
431120,Júlio de Castilhos,1
431127,Lagoa dos Três Cantos,1
431130,Lagoa Vermelha,8
431140,Lajeado,25
431142,Lajeado do Bugre,2
431170,Machadinho,2
431177,Maquiné,4
431180,Marau,2
431190,Marcelino Ramos,1
431217,Mato Queimado,1
431230,Miraguaí,1
431235,Montauri,1
431240,Montenegro,22
431242,Mormaço,2
431247,Morro Reuter,1
431250,Mostardas,5
431260,Muçum,4
431261,Muitos Capões,1
431265,Não-Me-Toque,2
431270,Nonoai,1
431275,Nova Alvorada,1
431280,Nova Araçá,5
431290,Nova Bassano,4
431300,Nova Bréscia,1
431320,Nova Petrópolis,2
431330,Nova Prata,3
431337,Nova Santa Rita,4
431349,Novo Barreiro,8
431340,Novo Hamburgo,33
431350,Osório,5
431365,Palmares do Sul,1
431370,Palmeira das Missões,10
431380,Palmitinho,3
431390,Panambi,9
431395,Pantano Grande,1
431400,Paraí,2
431402,Paraíso do Sul,1
431405,Parobé,16
431406,Passa Sete,1
431407,Passo do Sobrado,1
431410,Passo Fundo,72
431413,Paulo Bento,1
431415,Paverama,2
431420,Pedro Osório,1
431430,Pejuçara,1
431440,Pelotas,60
431445,Pinhal,1
431460,Piratini,2
431470,Planalto,4
431475,Poço das Antas,1
431480,Portão,5
431490,Porto Alegre,164
431500,Porto Lucena,1
431513,Pouso Novo,7
431515,Progresso,1
431530,Quaraí,2
431535,Quinze de Novembro,1
431545,Relvado,1
431550,Restinga Seca,3
431560,Rio Grande,33
431570,Rio Pardo,10
431575,Riozinho,1
431580,Roca Sales,1
431590,Rodeio Bonito,1
431610,Ronda Alta,2
431620,Rondinha,1
431630,Roque Gonzales,2
431640,Rosário do Sul,5
431642,Sagrada Família,1
431660,Sananduva,3
431710,Sant'Ana do Livramento,10
431670,Santa Bárbara do Sul,2
431680,Santa Cruz do Sul,27
431690,Santa Maria,58
431695,Santa Maria do Herval,1
431720,Santa Rosa,24
431725,Santa Tereza,1
431730,Santa Vitória do Palmar,5
431700,Santana da Boa Vista,2
431740,Santiago,3
431750,Santo Ângelo,13
431760,Santo Antônio da Patrulha,9
431770,Santo Antônio das Missões,2
431755,Santo Antônio do Palma,1
431780,Santo Augusto,4
431790,Santo Cristo,1
431800,São Borja,9
431805,São Domingos do Sul,1
431810,São Francisco de Assis,1
431820,São Francisco de Paula,6
431830,São Gabriel,10
431840,São Jerônimo,3
431842,São João da Urtiga,3
431844,São Jorge,1
431845,São José das Missões,1
431846,São José do Herval,4
431850,São José do Norte,5
431861,São José do Sul,1
431870,São Leopoldo,26
431880,São Lourenço do Sul,9
431890,São Luiz Gonzaga,15
431900,São Marcos,4
431910,São Martinho,1
431915,São Miguel das Missões,1
431935,São Pedro da Serra,1
431937,São Pedro do Butiá,1
431940,São Pedro do Sul,3
431950,São Sebastião do Caí,5
431960,São Sepé,11
431970,São Valentim,1
431990,Sapiranga,14
432000,Sapucaia do Sul,12
432010,Sarandi,2
432020,Seberi,6
432026,Segredo,1
432030,Selbach,4
432040,Serafina Corrêa,1
432050,Sertão,1
432055,Sertão Santana,2
432060,Severiano de Almeida,2
432070,Sobradinho,4
432080,Soledade,5
432085,Tabaí,1
432090,Tapejara,4
432100,Tapera,4
432110,Tapes,3
432120,Taquara,9
432130,Taquari,3
432135,Tavares,1
432140,Tenente Portela,8
432143,Terra de Areia,5
432145,Teutônia,4
432146,Tio Hugo,2
432147,Tiradentes do Sul,2
432149,Toropi,1
432150,Torres,5
432160,Tramandaí,11
432166,Três Cachoeiras,4
432170,Três Coroas,1
432180,Três de Maio,12
432183,Três Forquilhas,1
432185,Três Palmeiras,2
432190,Três Passos,6
432195,Trindade do Sul,6
432200,Triunfo,2
432218,Tupanci do Sul,1
432230,Tuparendi,1
432232,Turuçu,1
432240,Uruguaiana,23
432250,Vacaria,14
432254,Vale Real,2
432260,Venâncio Aires,17
432270,Vera Cruz,5
432280,Veranópolis,4
432285,Vespasiano Correa,1
432300,Viamão,20
432310,Vicente Dutra,1
432330,Vila Flores,1
432340,Vila Maria,3
432375,Vitória das Missões,2
432377,Westfalia,1
432380,Xangri-lá,3
500020,Água Clara,5
500060,Amambai,7
500080,Anaurilândia,2
500090,Antônio João,3
500100,Aparecida do Taboado,7
500110,Aquidauana,4
500124,Aral Moreira,2
500150,Bandeirantes,5
500190,Bataguassu,9
500200,Batayporã,3
500210,Bela Vista,5
500215,Bodoquena,1
500220,Bonito,5
500230,Brasilândia,1
500240,Caarapó,5
500260,Camapuã,3
500270,Campo Grande,166
500280,Caracol,3
500290,Cassilândia,8
500295,Chapadão do Sul,7
500310,Corguinho,1
500315,Coronel Sapucaia,2
500320,Corumbá,17
500325,Costa Rica,2
500330,Coxim,5
500345,Deodápolis,2
500348,Dois Irmãos do Buriti,6
500350,Douradina,1
500370,Dourados,116
500375,Eldorado,4
500380,Fátima do Sul,5
500400,Glória de Dourados,1
500410,Guia Lopes da Laguna,6
500430,Iguatemi,2
500440,Inocência,4
500450,Itaporã,3
500460,Itaquiraí,5
500470,Ivinhema,4
500480,Japorã,3
500490,Jaraguari,5
500500,Jardim,1
500510,Jateí,1
500515,Juti,5
500525,Laguna Carapã,3
500540,Maracaju,9
500560,Miranda,10
500568,Mundo Novo,3
500570,Naviraí,2
500580,Nioaque,5
500600,Nova Alvorada do Sul,7
500620,Nova Andradina,11
500627,Paraíso das Águas,7
500630,Paranaíba,12
500635,Paranhos,2
500640,Pedro Gomes,3
500660,Ponta Porã,19
500690,Porto Murtinho,2
500710,Ribas do Rio Pardo,8
500720,Rio Brilhante,4
500730,Rio Negro,4
500740,Rio Verde de Mato Grosso,8
500750,Rochedo,4
500769,São Gabriel do Oeste,6
500780,Selvíria,1
500770,Sete Quedas,1
500790,Sidrolândia,22
500793,Sonora,3
500795,Tacuru,3
500800,Terenos,5
500830,Três Lagoas,30
500840,Vicentina,3
510010,Acorizal,1
510020,Água Boa,11
510025,Alta Floresta,22
510030,Alto Araguaia,3
510040,Alto Garças,6
510050,Alto Paraguai,3
510060,Alto Taquari,3
510080,Apiacás,1
510120,Araguainha,1
510125,Araputanga,4
510130,Arenápolis,5
510140,Aripuanã,3
510170,Barra do Bugres,10
510180,Barra do Garças,26
510185,Bom Jesus do Araguaia,5
510190,Brasnorte,7
510250,Cáceres,37
510260,Campinápolis,6
510263,Campo Novo do Parecis,16
510267,Campo Verde,6
510269,Canabrava do Norte,2
510270,Canarana,7
510279,Carlinda,2
510285,Castanheira,10
510300,Chapada dos Guimarães,9
510310,Cocalinho,1
510320,Colíder,7
510325,Colniza,1
510330,Comodoro,6
510335,Confresa,10
510337,Cotriguaçu,3
510340,Cuiabá,182
510343,Curvelândia,2
510345,Denise,1
510350,Diamantino,19
510360,Dom Aquino,1
510370,Feliz Natal,4
510385,Gaúcha do Norte,2
510390,General Carneiro,5
510410,Guarantã do Norte,4
510450,Indiavaí,1
510452,Ipiranga do Norte,1
510454,Itanhangá,1
510455,Itaúba,5
510460,Itiquira,4
510480,Jaciara,9
510490,Jangada,9
510500,Jauru,2
510510,Juara,13
510515,Juína,11
510517,Juruena,4
510520,Juscimeira,5
510525,Lucas do Rio Verde,7
510558,Marcelândia,7
510560,Matupá,1
510562,Mirassol d'Oeste,5
510590,Nobres,2
510600,Nortelândia,3
510610,Nossa Senhora do Livramento,5
510615,Nova Bandeirantes,3
510620,Nova Brasilândia,1
510621,Nova Canaã do Norte,2
510880,Nova Guarita,1
510885,Nova Marilândia,1
510895,Nova Monte Verde,1
510622,Nova Mutum,29
510617,Nova Nazaré,1
510623,Nova Olímpia,6
510624,Nova Ubiratã,1
510625,Nova Xavantina,4
510626,Novo Mundo,1
510628,Novo São Joaquim,3
510629,Paranaíta,5
510630,Paranatinga,6
510637,Pedra Preta,6
510642,Peixoto de Azevedo,3
510650,Poconé,5
510665,Pontal do Araguaia,1
510675,Pontes e Lacerda,7
510677,Porto Alegre do Norte,4
510680,Porto dos Gaúchos,1
510685,Porto Estrela,1
510700,Poxoréo,17
510704,Primavera do Leste,12
510706,Querência,6
510715,Reserva do Cabaçal,1
510718,Ribeirão Cascalheira,5
510720,Rio Branco,1
510760,Rondonópolis,101
510770,Rosário Oeste,7
510724,Santa Carmem,1
510776,Santa Rita do Trivelato,3
510779,Santo Antônio do Leste,2
510780,Santo Antônio do Leverger,16
510785,São Félix do Araguaia,6
510729,São José do Povo,2
510730,São José do Rio Claro,3
510710,São José dos Quatro Marcos,6
510740,São Pedro da Cipa,1
510787,Sapezal,7
510790,Sinop,74
510792,Sorriso,46
510794,Tabaporã,3
510795,Tangará da Serra,44
510800,Tapurah,1
510805,Terra Nova do Norte,8
510830,União do Sul,3
510840,Várzea Grande,67
510850,Vera,6
510550,Vila Bela da Santíssima Trindade,4
510860,Vila Rica,3
520010,Abadiânia,9
520013,Acreúna,1
520017,Água Fria de Goiás,2
520020,Água Limpa,1
520025,Águas Lindas de Goiás,9
520030,Alexânia,16
520050,Aloândia,2
520055,Alto Horizonte,3
520060,Alto Paraíso de Goiás,7
520080,Alvorada do Norte,6
520110,Anápolis,141
520130,Anicuns,2
520140,Aparecida de Goiânia,43
520145,Aparecida do Rio Doce,1
520160,Araçu,3
520170,Aragarças,3
520180,Aragoiânia,4
520215,Araguapaz,1
520235,Arenópolis,2
520250,Aruanã,4
520260,Aurilândia,3
520280,Avelinópolis,1
520310,Baliza,2
520330,Bela Vista de Goiás,7
520340,Bom Jardim de Goiás,1
520350,Bom Jesus de Goiás,6
520355,Bonfinópolis,1
520360,Brazabrantes,2
520380,Britânia,1
520390,Buriti Alegre,1
520400,Cabeceiras,6
520410,Cachoeira Alta,7
520420,Cachoeira de Goiás,1
520425,Cachoeira Dourada,2
520440,Caiapônia,7
520450,Caldas Novas,27
520460,Campestre de Goiás,1
520470,Campinorte,2
520480,Campo Alegre de Goiás,12
520485,Campo Limpo de Goiás,6
520490,Campos Belos,5
520495,Campos Verdes,1
520500,Carmo do Rio Verde,1
520510,Catalão,23
520530,Cavalcante,3
520540,Ceres,13
520545,Cezarina,5
520547,Chapadão do Céu,2
520549,Cidade Ocidental,2
520551,Cocalzinho de Goiás,11
520570,Córrego do Ouro,1
520580,Corumbá de Goiás,3
520590,Corumbaíba,5
520620,Cristalina,22
520630,Cristianópolis,5
520640,Crixás,6
520660,Cumari,3
520725,Doverlândia,2
520740,Edéia,2
520750,Estrela do Norte,6
520753,Faina,4
520780,Firminópolis,6
520790,Flores de Goiás,8
520800,Formosa,39
520810,Formoso,5
520815,Gameleira de Goiás,2
520840,Goianápolis,1
520850,Goiandira,2
520860,Goianésia,11
520870,Goiânia,458
520880,Goianira,13
520890,Goiás,14
520910,Goiatuba,3
520915,Gouvelândia,1
520920,Guapó,9
520940,Guarani de Goiás,3
520945,Guarinos,1
520970,Hidrolândia,3
520980,Hidrolina,2
520990,Iaciara,3
520993,Inaciolândia,2
520995,Indiara,12
521000,Inhumas,14
521010,Ipameri,6
521015,Ipiranga de Goiás,1
521020,Iporá,5
521040,Itaberaí,9
521056,Itaguari,1
521060,Itaguaru,2
521080,Itajá,1
521090,Itapaci,2
521100,Itapirapuã,4
521120,Itapuranga,9
521130,Itarumã,1
521140,Itauçu,4
521150,Itumbiara,26
521170,Jandaia,1
521180,Jaraguá,21
521190,Jataí,32
521200,Jaupaci,2
521220,Jussara,6
521230,Leopoldo de Bulhões,5
521250,Luziânia,27
521260,Mairipotaba,1
521270,Mambaí,1
521280,Mara Rosa,7
521300,Maurilândia,1
521308,Minaçu,6
521310,Mineiros,15
521350,Monte Alegre de Goiás,4
521370,Montes Claros de Goiás,4
521375,Montividiu,4
521380,Morrinhos,17
521385,Morro Agudo de Goiás,1
521390,Mossâmedes,1
521400,Mozarlândia,2
521405,Mundo Novo,2
521410,Mutunópolis,3
521440,Nazário,3
521450,Nerópolis,7
521460,Niquelândia,12
521470,Nova América,2
521480,Nova Aurora,1
521483,Nova Crixás,1
521486,Nova Glória,9
521487,Nova Iguaçu de Goiás,4
521500,Nova Veneza,4
521520,Novo Brasil,1
521530,Orizona,3
521540,Ouro Verde de Goiás,2
521550,Ouvidor,2
521560,Padre Bernardo,9
521570,Palmeiras de Goiás,4
521600,Panamá,2
521630,Paranaiguara,2
521640,Paraúna,7
521645,Perolândia,1
521680,Petrolina de Goiás,6
521710,Piracanjuba,14
521720,Piranhas,1
521730,Pirenópolis,4
521740,Pires do Rio,6
521760,Planaltina,18
521770,Pontalina,4
521800,Porangatu,11
521805,Porteirão,1
521810,Portelândia,3
521830,Posse,14
521839,Professor Jamil,2
521850,Quirinópolis,14
521860,Rialma,4
521870,Rianápolis,2
521880,Rio Verde,42
521890,Rubiataba,5
521900,Sanclerlândia,3
521920,Santa Cruz de Goiás,2
521925,Santa Fé de Goiás,2
521930,Santa Helena de Goiás,42
521935,Santa Isabel,1
521940,Santa Rita do Araguaia,3
521945,Santa Rita do Novo Destino,4
521960,Santa Tereza de Goiás,6
521970,Santa Terezinha de Goiás,8
521971,Santo Antônio da Barra,3
521973,Santo Antônio de Goiás,1
521975,Santo Antônio do Descoberto,1
521980,São Domingos,2
521990,São Francisco de Goiás,2
522000,São João d'Aliança,4
522010,São Luís de Montes Belos,3
522015,São Luíz do Norte,2
522020,São Miguel do Araguaia,7
522026,São Miguel do Passa Quatro,3
522040,São Simão,5
522045,Senador Canedo,17
522050,Serranópolis,3
522060,Silvânia,3
522068,Simolândia,1
522070,Sítio d'Abadia,1
522108,Teresina de Goiás,3
522119,Terezópolis de Goiás,2
522140,Trindade,17
522150,Turvânia,5
522155,Turvelândia,1
522160,Uruaçu,17
522170,Uruana,1
522180,Urutaí,1
522185,Valparaíso de Goiás,9
522190,Varjão,1
522200,Vianópolis,6
522205,Vicentinópolis,3
522220,Vila Boa,4
522230,Vila Propício,4
530010,Brasília,465
0,Total,38265